OBJECTID,poly_SourceOID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_IRWINID,poly_FORID,poly_Acres_AutoCalc,poly_SourceGlobalID,poly_Source,attr_SourceOID,attr_ABCDMisc,attr_ADSPermissionState,attr_CalculatedAcres,attr_ContainmentDateTime,attr_ControlDateTime,attr_CreatedBySystem,attr_IncidentSize,attr_DiscoveryAcres,attr_DispatchCenterID,attr_EstimatedCostToDate,attr_FinalAcres,attr_FFReportApprovedByTitle,attr_FFReportApprovedByUnit,attr_FFReportApprovedDate,attr_FireBehaviorGeneral,attr_FireBehaviorGeneral1,attr_FireBehaviorGeneral2,attr_FireBehaviorGeneral3,attr_FireCause,attr_FireCauseGeneral,attr_FireCauseSpecific,attr_FireCode,attr_FireDepartmentID,attr_FireDiscoveryDateTime,attr_FireMgmtComplexity,attr_FireOutDateTime,attr_FireStrategyConfinePercent,attr_FireStrategyFullSuppPrcnt,attr_FireStrategyMonitorPercent,attr_FireStrategyPointZonePrcnt,attr_FSJobCode,attr_FSOverrideCode,attr_GACC,attr_ICS209ReportDateTime,attr_ICS209RptForTimePeriodFrom,attr_ICS209RptForTimePeriodTo,attr_ICS209ReportStatus,attr_IncidentManagementOrg,attr_IncidentName,attr_IncidentShortDescription,attr_IncidentTypeCategory,attr_IncidentTypeKind,attr_InitialLatitude,attr_InitialLongitude,attr_InitialResponseAcres,attr_InitialResponseDateTime,attr_IrwinID,attr_IsFireCauseInvestigated,attr_IsFireCodeRequested,attr_IsFSAssisted,attr_IsMultiJurisdictional,attr_IsReimbursable,attr_IsTrespass,attr_IsUnifiedCommand,attr_LocalIncidentIdentifier,attr_ModifiedBySystem,attr_PercentContained,attr_PercentPerimToBeContained,attr_POOCity,attr_POOCounty,attr_POODispatchCenterID,attr_POOFips,attr_POOJurisdictionalAgency,attr_POOJurisdictionalUnit,attr_POOJurisdictUnitParentUnit,attr_POOLandownerCategory,attr_POOLandownerKind,attr_POOLegalDescPrincipalMerid,attr_POOLegalDescQtr,attr_POOLegalDescQtrQtr,attr_POOLegalDescRange,attr_POOLegalDescSection,attr_POOLegalDescTownship,attr_POOPredictiveServiceAreaID,attr_POOProtectingAgency,attr_POOProtectingUnit,attr_POOState,attr_PredominantFuelGroup,attr_PredominantFuelModel,attr_PrimaryFuelModel,attr_SecondaryFuelModel,attr_TotalIncidentPersonnel,attr_UniqueFireIdentifier,attr_FORID,attr_WFDSSDecisionStatus,attr_EstimatedFinalCost,attr_OrganizationalAssessment,attr_StratDecisionPublishDate,attr_CreatedOnDateTime_dt,attr_ModifiedOnDateTime_dt,attr_Source,attr_IsCpxChild,attr_CpxName,attr_CpxID,attr_SourceGlobalID,GlobalID,SHAPE_Length,SHAPE_Area
16427,9074,Red Creek,Wildfire Daily Fire Perimeter,GPS-Walked,5.782137219,2023/04/24 01:30:03+00,2023/05/02 17:11:50+00,2023/04/24 03:53:00+00,{E01E839A-C111-45AD-B954-D65E2DEBF591},,5.78213905,{09DAEDE1-3EAA-4D05-B4C5-0086A8149842},2023 NIFS,28025558,,DEFAULT,,2023/04/26 16:39:00+00,2023/04/26 16:39:00+00,wildcad,6,1,COPBC,,,,,,,,,,Human,,,P7AW,,2023/04/23 23:53:00+00,,2023/05/18 15:00:00+00,,,,,P2,212,RMCC,,,,,,Red Creek,,WF,FI,38.1923,-105.0412,,,{E01E839A-C111-45AD-B954-D65E2DEBF591},,0,1,0,0,0,,434,wildcade,,,,Pueblo,COPBC,8101,USFS,COPSF,,USFS,Federal,,,,,,,RM22,USFS,COPSF,US-CO,,,,,,2023-COPSF-000434,,No Decision,,,,2023/04/24 01:29:59+00,2023/06/01 22:15:21+00,IRWIN,0,,,{7D5C0D0B-C970-4F02-9FAA-EFBC34A98C9E},{61F5959E-4B10-4E42-9A9E-0D78A5E93A24},0.009391347,-2.41E-06
16428,10251,Lewis Creek,Wildfire Daily Fire Perimeter,GPS-Walked,0.017424129,2023/05/02 17:18:11+00,2023/05/02 17:21:07+00,2023/04/24 16:25:00+00,{FB2839B3-8D0C-4B13-9E51-3D45AB7302B4},,0.01743804,{9BC5F0DA-D364-409F-94C1-E88C375E0F59},2023 NIFS,28025561,,DEFAULT,,2023/04/24 03:06:00+00,2023/04/26 16:38:00+00,wildcad,0.1,0.1,COPBC,,,,,,,,,,Human,,,P7AX,,2023/04/23 20:06:00+00,,2023/05/18 15:00:00+00,,,,,P2,212,RMCC,,,,,,Lewis Creek,,WF,FI,38.19516,-105.1195,0.1,,{FB2839B3-8D0C-4B13-9E51-3D45AB7302B4},,0,1,0,0,0,,431,wildcade,,,,Custer,COPBC,8027,USFS,COPSF,,USFS,Federal,,,,,,,RM22,USFS,COPSF,US-CO,,,,,,2023-COPSF-000431,,No Decision,,,,2023/04/24 02:29:41+00,2023/06/01 22:15:37+00,IRWIN,0,,,{E959516F-FD85-455F-970D-92F4B209FCDC},{6EF3C081-9059-4580-B0D9-279D78DFC548},0.000356421,-7.26E-09
16430,10159,CHRISTENSON,Wildfire Daily Fire Perimeter,GPS-Walked,3.837,2023/05/01 21:39:24+00,2023/05/02 17:55:42+00,,{AFF602C8-801C-4D60-B122-391D03F8C8FB},,3.839286401,{45F8C5E5-0DB9-4CE9-99F0-FCA0E8DF0F0F},2023 NIFS,28026857,,DEFAULT,,,,wildcad,1,0.1,WYCPC,,,,,,,,,,Undetermined,,,P7LH,,2023/05/01 19:52:00+00,,,,,,,,,RMCC,,,,,,CHRISTENSON,,WF,FI,43.55747,-106.135,1,,{AFF602C8-801C-4D60-B122-391D03F8C8FB},,0,1,0,0,0,,230022,wildcad,,,,Johnson,WYCPC,56019,,,,Private,Private,,,,,,,RM04,C&L,WYJOX,US-WY,,,,,,2023-WYJOX-230022,,No Decision,,,,2023/05/01 21:56:26+00,2023/05/01 23:37:02+00,IRWIN,0,,,{E43171FD-FE26-4D81-812A-53C13B0BD12F},{7475775F-73EE-46CD-9AD7-3237CC34B1A0},0.009619914,-1.73E-06
16431,9050,Eastland,Wildfire Daily Fire Perimeter,GPS-Walked,0.400027868,2023/04/23 22:08:03+00,2023/05/03 19:06:36+00,2023/05/02 08:13:59+00,{1024C35B-5835-4A6A-88D9-B115A2BC1DAC},,0.400027826,{896AE0D5-E4CB-485F-8EAE-EAC779EB213F},2023 NIFS,28025517,,FIREREPORTING,,2023/04/23 21:35:50+00,2023/04/23 21:36:51+00,ifm,0.4,0.5,AKKIDC,,0.4,,,,Minimal,,,,Human,,,,,2023/04/23 18:48:47+00,Type 5 Incident,2023/04/25 21:45:53+00,,,,,,,AICC,,,,,,Eastland,,WF,FI,59.754967,-151.163667,,,{1024C35B-5835-4A6A-88D9-B115A2BC1DAC},,0,,,0,,,303005,ifm,,,,Kenai Peninsula,AKKIDC,2122,PRI,AKPRI,,Private,Private,,,,,,,AK14,DVF,AKKKS,US-AK,,,Brush (2 feet),,,2023-AKKKS-303005,,No Decision,,,,2023/04/23 20:28:36+00,2023/05/02 20:15:56+00,IRWIN,0,,,{E5E72955-6156-4BA8-B220-6991E5707C72},{D999E117-7956-4C15-865D-EC5ECD2D8364},0.005005458,-2.58E-07
16432,9395,BURLINGTON RAILROAD,Wildfire Daily Fire Perimeter,Mixed Methods,22.27978599,2023/04/26 18:04:18+00,2023/05/02 18:11:04+00,,{08C9891F-ED05-4249-A660-2B246D6B7F15},,22.27912224,{3E92F68C-EE3F-4473-B34B-75A95BCC0810},2023 NIFS,28025940,,FIREREPORTING,,,,wildcad,3,3,WYCDC,,,,,,,,,,Undetermined,,,P7D0,,2023/04/26 14:11:00+00,,2023/04/26 19:47:59+00,,,,,PN,1522,RMCC,,,,,,BURLINGTON RAILROAD,,WF,FI,44.83953,-108.6839,,,{08C9891F-ED05-4249-A660-2B246D6B7F15},,0,1,0,0,0,,74,wildcad,,,,Park,WYCDC,56029,,,,Private,Private,,,,,,,RM02,C&L,WYPAX,US-WY,,,,,,2023-WYPAX-000074,,No Decision,,,,2023/04/26 18:17:02+00,2023/04/26 19:49:08+00,IRWIN,0,,,{6C151D60-5D85-4F70-B0F9-4585D09C87D0},{3D6F596C-6B33-4FEE-8E9E-6B67AEB1D4AD},0.017635364,-1.03E-05
16433,9271,YANKEE,Wildfire Daily Fire Perimeter,GPS-Walked,20,2023/04/25 18:10:48+00,2023/05/02 20:18:49+00,2023/04/25 22:10:51+00,{90C60776-68B9-46A3-97EA-EC0707E9A1A7},,333.6050427,{4C325858-CAA3-4936-B1C2-836F43FEC0E7},2023 NIFS,28025788,,DEFAULT,,2023/05/05 15:30:00+00,2023/05/10 20:00:00+00,wildcad,334,20,NMABC,,,,,,,,,,Human,,,P7CU,,2023/04/25 17:11:00+00,,2023/05/10 20:00:59+00,,,,,PN,303,SWCC,,,,,,YANKEE,,WF,FI,34.06108,-107.0001,20,,{90C60776-68B9-46A3-97EA-EC0707E9A1A7},,0,1,0,0,0,,140,wildcade,,,,Socorro,NMABC,35053,,,,Private,Private,,,,,,,SW09,SF,NMN3S,US-NM,,,,,,2023-NMN3S-000140,,No Decision,,,,2023/04/25 18:10:16+00,2023/05/10 21:43:39+00,IRWIN,0,,,{3CA116F2-4CF5-4A7A-B266-254BBB5FF51D},{0F9916B6-FA8A-415F-86EC-A275075897AC},0.053799097,-0.000131842
16434,16507,THREE SISTERS,Wildfire Final Fire Perimeter,Hand Sketch,0.1,2023/05/02 20:04:58+00,2023/05/02 20:04:58+00,2023/05/02 20:04:58+00,{158C6432-73FA-44CD-8E45-5A2C8A886C32},{1F87FE93-2295-44A4-86E2-84FD67CD47D5},11.85490554,,FFP,1797844,,CERTIFIED,,2023/02/01 00:45:00+00,2023/02/02 21:00:00+00,wildcad,11.7,,AZTDC,,,,,2023/05/02 20:04:56+00,,,,,,,,P5CB,,2023/01/31 21:36:00+00,,2023/02/21 18:35:00+00,,,,,P3,305,SWCC,,,,,,THREE SISTERS,,WF,FI,31.84982,-109.9957,,2023/01/31 21:45:00+00,,1,,1,,,0,,50,wildcad,,,,Cochise,AZTDC,4003,USFS,AZCNF,,USFS,Federal,,,,,,,,USFS,AZCNF,US-AZ,Grass-Shrub,GS2,,,,2023-AZCNF-000050,{1F87FE93-2295-44A4-86E2-84FD67CD47D5},,,,,2023/02/01 16:58:42+00,2023/03/23 15:33:03+00,FODR,,,,{5B718274-3D87-4155-B2F5-6F11EFD84D1C},{57BE61A7-71A2-4B1D-9AAB-B8A965DC2E3F},0.009685301,-4.57E-06
16435,16559,Nichols Lake,Wildfire Final Fire Perimeter,Auto-generated,5,2023/05/09 21:02:56+00,2023/05/09 21:02:56+00,2023/05/09 21:02:55+00,{B13AD63A-0E2E-4210-AF0D-DE3A0B5A326C},{DECAD2BD-26DC-4184-BDFF-1935322BC4CD},5.814514627,,FFP,1797484,,CERTIFIED,5.81,2023/04/08 00:23:00+00,2023/04/08 00:23:00+00,wildcad,5.81,,MOMOC,,,,,2023/05/09 21:02:53+00,,,,,,,,P6HF,,2023/04/07 21:33:00+00,,2023/05/01 17:00:00+00,,,,,P9,905,EACC,,,,,,Nichols Lake,,WF,FI,36.96411,-91.27536,,,,,,0,,,0,,239,wildcad,,,,Shannon,MOMOC,29203,,,,Private,Private,,,,,,,,USFS,MOMTF,US-MO,Timber,TL6,,,,2023-MOMTF-000239,{DECAD2BD-26DC-4184-BDFF-1935322BC4CD},,,,,2023/04/07 22:36:12+00,2023/04/08 00:25:01+00,FODR,,,,{B8647E74-A774-49CD-83DF-553BDF5A4DA3},{B397C8B7-E0C7-4DBA-A064-6A2C5395ACB4},0.007384513,-2.38E-06
16436,16554,Sues,Wildfire Final Fire Perimeter,Hand Sketch,10,2023/05/09 20:01:04+00,2023/05/09 20:01:04+00,2023/05/09 20:01:04+00,{72EAFC50-96FA-4C35-840C-875F3E382735},{D36C1D51-F9A5-4382-BF2F-EE1F548575FB},14.97258892,,FFP,1798224,,CERTIFIED,,2023/04/02 23:32:00+00,2023/04/06 18:14:00+00,wildcad,14.97,,MOMOC,,,,,2023/05/09 20:01:02+00,,,,,,,,P6A5,,2023/04/02 20:18:00+00,,2023/04/06 18:14:59+00,,,,,P9,905,EACC,,,,,,Sues,,WF,FI,36.8573,-92.10568,,,,,,1,,,0,,223,wildcad,,,,Douglas,MOMOC,29067,,,,Private,Private,,,,,,,,USFS,MOMTF,US-MO,Timber,TL6,,,,2023-MOMTF-000223,{D36C1D51-F9A5-4382-BF2F-EE1F548575FB},,,,,2023/04/02 22:40:24+00,2023/05/02 16:34:38+00,FODR,,,,{BA8FFD0C-EDED-4B74-B343-508121CDA359},{95978FC3-F5CF-4852-8848-109E0E6401CF},0.018227242,-6.12E-06
16437,16556,Devreaux,Wildfire Final Fire Perimeter,GPS-Walked,35,2023/05/09 20:25:38+00,2023/05/09 20:25:38+00,2023/05/09 20:25:38+00,{33B9A763-07A3-4778-86C2-22EE43C6FD80},{5761635B-14C3-42C4-87C6-731B51BB7F2D},2028.032039,,FFP,1798291,,CERTIFIED,2028.04,2023/04/13 17:05:00+00,2023/04/19 18:45:00+00,wildcad,2028.04,,MOMOC,,,,,2023/05/09 20:25:35+00,,,,,,,,P6B3,,2023/04/03 16:21:59+00,Type 4 Incident,2023/04/30 19:12:59+00,,,,,P9,905,EACC,,,,,,Devreaux,,WF,FI,36.86441,-93.07819,,2023/04/03 16:26:00+00,,,,1,,,0,,227,wildcad,,,Chadwick MO,Christian,MOMOC,29043,USFS,MOMTF,,USFS,Federal,,,,,,,,USFS,MOMTF,US-MO,Timber,TL6,,,,2023-MOMTF-000227,{5761635B-14C3-42C4-87C6-731B51BB7F2D},,,,,2023/04/03 18:17:24+00,2023/04/30 19:13:50+00,FODR,,,,{59BB5535-8E0E-4649-9BCA-462DB0510962},{705903E3-90E7-4917-B48B-0A2D8351B140},0.177176742,-0.000829012
16440,16509,Campbell,Wildfire Final Fire Perimeter,Hand Sketch,1,2023/05/02 21:36:33+00,2023/05/02 21:36:33+00,2023/05/02 21:36:32+00,{4F6FDEFE-854A-4C56-86E5-D0B3A1D14C50},{D622059E-1C42-4794-946F-44B6309D1E1E},1.144627439,,FFP,1798553,,CERTIFIED,,2023/04/29 19:02:59+00,2023/05/02 15:10:00+00,wildcad,1.24,,MIMIDC,,,,,2023/05/02 21:36:30+00,,,,,,,,P7G8,,2023/04/29 16:31:00+00,,2023/05/02 15:10:00+00,,,,,P9,904,EACC,,,,,,Campbell,,WF,FI,44.16696,-86.10745,,,,,,1,,,0,,230132,wildcad,,,,Mason,MIMIDC,26105,,,,Private,Private,,,,,,,,USFS,MIHMF,US-MI,,,,,,2023-MIHMF-230132,{D622059E-1C42-4794-946F-44B6309D1E1E},,,,,2023/04/29 16:52:02+00,2023/05/02 15:11:16+00,FODR,,,,{F31C0FD5-3410-48BE-A280-B64A74F89F32},{18AF659C-05C4-4790-B86D-C0DBE9CAFCD8},0.003463991,-5.21E-07
16441,8776,Jordan,Wildfire Daily Fire Perimeter,GPS-Walked,0.1,2023/04/21 17:21:17+00,2023/05/03 12:22:20+00,2023/04/21 21:59:00+00,{335A47A1-B6C9-4C8B-9002-1714F9AB2A24},,48.38562072,{91DF44B9-36B2-4BDB-BBBC-75CFA29BAA0D},2023 NIFS,28025198,,FIREREPORTING,,2023/04/23 18:52:00+00,2023/04/28 14:00:00+00,wildcad,48,0.1,VAVIC,,,,,,,,,,Human,,,P672,,2023/04/21 16:59:00+00,,2023/05/09 18:40:00+00,,,,,P8,808,SACC,,,,,,Jordan,,WF,FI,37.765217,-79.28195,,,{335A47A1-B6C9-4C8B-9002-1714F9AB2A24},,0,1,0,0,0,,230064,wildcad,,,,Amherst,VAVIC,51009,USFS,VAVAF,,USFS,Federal,,,,,,,SA29,USFS,VAVAF,US-VA,,,,,,2023-VAVAF-230064,,No Decision,,,,2023/04/21 17:21:12+00,2023/05/16 17:11:26+00,IRWIN,0,,,{88D81208-D20F-44E3-9ABB-162822129A7E},{097BD22E-8DA3-416D-AFD8-6AB7CD038DD8},0.0222627,-2.00E-05
16444,10313,Baker,Wildfire Daily Fire Perimeter,Hand Sketch,0.1,2023/05/02 22:19:17+00,2023/05/03 14:42:45+00,2023/05/03 00:39:46+00,{8BB3C449-D930-4992-93CC-B1838E04F887},,0.073058797,{F8645853-9D2A-4282-9059-8FA764823F15},2023 NIFS,28027055,,DEFAULT,,,,INFORM_Inspector,0.1,0.1,MNMNCC,,,,,,,,,,,,,,,2023/05/02 19:39:45+00,,,,,,,,,EACC,,,,,,Baker,,WF,FI,,,,,{8BB3C449-D930-4992-93CC-B1838E04F887},,0,0,,,,,5,INFORM_Inspector,,,,Carlton,MNMNCC,27017,,,,Private,Private,,,,,,,EA03,DNR,MN2PS,US-MN,,,,,,2023-MN2PS-000005,,No Decision,,,,2023/05/02 22:19:09+00,2023/05/02 22:19:09+00,IRWIN,0,,,{B06A2440-DAF6-4CCC-843C-49913CF53F90},{1164ADA1-748C-4F7E-B0E0-789CCC29F525},0.001253833,-3.47E-08
16445,16511,CP-2 Exotics (BIL),Wildfire Final Fire Perimeter,Auto-generated,49703.8,2023/05/03 14:06:42+00,2023/05/03 14:06:42+00,2023/05/03 14:06:41+00,{DC4F1B42-18C4-452B-BE64-D1D5DC0EEA17},{D0DC5491-7234-4FE5-80C3-3DE580D24CCB},49703.82088,,FFP,1756476,,CERTIFIED,49704.01,,,wildcad,49664,,FLFIC,,,,,2023/05/03 14:06:38+00,,,,,,,,,,2023/03/08 12:16:25+00,,2023/03/24 21:00:00+00,,,,,,,SACC,,,,,,CP-2 Exotics (BIL),,RX,FI,25.52299,-81.14993,,,,,,0,,,0,,910,wildcad,,,,Monroe,FLFIC,12087,NPS,FLEVP,,NPS,Federal,,,,,,,,NPS,FLEVP,US-FL,Grass,GR8,,,,2023-FLEVP-000910,{D0DC5491-7234-4FE5-80C3-3DE580D24CCB},,,,,2023/03/08 12:18:44+00,2023/03/16 22:34:46+00,FODR,,,,{3BE40DA8-F908-49B3-A842-4D629C764969},{677339B2-B235-49C8-B1A5-45F987152E65},0.885991813,-0.018057571
16446,16510,Hatfield,Wildfire Final Fire Perimeter,GPS-Walked,10,2023/05/03 13:21:03+00,2023/05/03 13:21:03+00,2023/05/03 13:21:03+00,{15821629-5E63-4197-B705-5DF2F0F7E3D9},{089DD683-8CA5-46D5-BFD1-005177C291B4},19.34791215,,FFP,1792355,,CERTIFIED,,2023/04/13 23:51:59+00,2023/04/20 18:20:59+00,wildcad,19.47,,INIIC,,,,,2023/05/03 13:21:00+00,,,,,,,,P6TW,,2023/04/13 20:51:00+00,,2023/04/24 12:59:59+00,,,,,P9,912,EACC,,,,,,Hatfield,,WF,FI,38.253986,-86.499766,,2023/04/13 20:51:00+00,,,,1,,,0,,230056,wildcad,,,,Crawford,INIIC,18025,USFS,INHOF,,USFS,Federal,,,,,,,,USFS,INHOF,US-IN,Timber,TL9,,,,2023-INHOF-230056,{089DD683-8CA5-46D5-BFD1-005177C291B4},,,,,2023/04/13 22:49:11+00,2023/04/27 13:28:17+00,FODR,,,,{D5F8CDD9-6B32-4225-AEC8-0F5C0AA18550},{4BDA5F8E-CE35-4E67-B30E-AA7F8D44C704},0.012345065,-8.06E-06
16448,7651,3,Wildfire Daily Fire Perimeter,Hand Sketch,0.5,2023/04/14 19:54:18+00,2023/05/03 17:45:41+00,2023/04/14 22:25:35+00,{F76C652F-0F49-4AEF-8666-CF088D5ECFE2},,0.736676438,{6935895B-65D2-4DE0-858B-EA4BDDE45240},2023 NIFS,28023990,,DEFAULT,,,,INFORM_Inspector,0.5,0.5,MNMNCC,,,,,,,,,,,,,P6VY,,2023/04/14 17:25:35+00,,,,,,,,,EACC,,,,,,3,,WF,FI,,,,,{F76C652F-0F49-4AEF-8666-CF088D5ECFE2},,0,0,,,,,3,firecode,,,,Isanti,MNMNCC,27059,,,,Private,Private,,,,,,,EA03,DNR,MN3SS,US-MN,,,,,,2023-MN3SS-000003,,No Decision,,,,2023/04/14 19:54:11+00,2023/04/14 19:54:14+00,IRWIN,0,,,{33ACB844-6618-4101-AE33-E7FA914441D9},{88A917B9-50F2-41EB-8D46-A5306198EC61},0.003643289,-3.42E-07
16450,10354,Crow's Nest ,Wildfire Daily Fire Perimeter,Mixed Methods,,2023/05/03 02:46:08+00,2023/05/03 18:27:48+00,,{FBDC9ABA-A7BA-42AE-90A7-F8E9305B7715},,87.7538841,{631AC615-A85A-4557-A7EA-D8FFCB57654D},2023 NIFS,28027159,,FIREREPORTING,,2023/05/03 02:12:00+00,2023/05/03 04:01:00+00,wildcad,87.8,30,IDSCC,,,,,,,,,,Human,,,P7PF,,2023/05/02 22:10:00+00,,2023/05/03 04:01:00+00,,,,,PD,1522,GBCC,,,,,,Crows Nest,,WF,FI,42.50134,-115.3514,40,,{FBDC9ABA-A7BA-42AE-90A7-F8E9305B7715},,0,1,0,0,0,,49,wildcade,,,,Owyhee,IDSCC,16073,BLM,IDTFD,,BLM,Federal,,,,,,,GB06,BLM,IDTFD,US-ID,,,,,,2023-IDTFD-000049,,No Decision,,,,2023/05/03 16:04:22+00,2023/06/23 16:20:27+00,IRWIN,0,,,{D5AEA550-7A68-4BF8-BB23-E94BEADD85D0},{83335AB2-FDCD-4108-A0AF-E5E63ACCF6F7},0.082782281,-3.89E-05
16453,8572,Laguna,Wildfire Daily Fire Perimeter,Hand Sketch,1,2023/04/20 14:17:33+00,2023/05/03 19:00:33+00,2023/04/20 15:40:00+00,{020C3C0D-5196-453C-A5D9-21A3DDE8CF26},,19.89733295,{F1A37F5A-0301-4A36-9EB4-D35961CB9B44},2023 NIFS,28024985,,DEFAULT,,2023/04/22 23:50:00+00,2023/04/25 19:25:00+00,wildcade,20,1,AZPDC,,,,,,,,,,Undetermined,,,P66E,,2023/04/20 10:40:00+00,,2023/05/02 18:32:00+00,,,,,,,SWCC,,,,,,Laguna,,WF,FI,32.821049,-114.507371,,,{020C3C0D-5196-453C-A5D9-21A3DDE8CF26},,0,1,,,1,,201,wildcade,,,,Imperial,AZPDC,6025,BIA,AZFYA,,BIA,Federal,,,,,,,SW03,BLM,AZCRD,US-CA,,,,,,2023-AZCRD-000201,,No Decision,,,,2023/04/20 14:17:25+00,2023/05/02 18:33:03+00,IRWIN,0,,,{492E79F3-B667-46B0-BD94-AA92AB94AA67},{92E95F59-9319-472A-9E0D-C017B39961D7},0.02089696,-7.75E-06
16454,10437,PAVILLION DITCH,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,4.384710798,2023/05/03 16:53:33+00,2023/05/03 19:06:48+00,,{C626BAD5-0CFE-444F-8764-B1C595DE1819},,4.384549636,{55284765-12AA-42EF-8428-517B0257AC1D},2023 NIFS,28027180,,FIREREPORTING,,2023/05/03 18:33:00+00,2023/05/03 18:33:00+00,wildcad,4.4,4.4,WYCDC,,,,,,,,,,Undetermined,,,P7PL,,2023/05/03 01:28:59+00,,2023/05/03 18:33:00+00,,,,,,,RMCC,,,,,,PAVILLION DITCH,,WF,FI,43.29628,-108.7182,,,{C626BAD5-0CFE-444F-8764-B1C595DE1819},,0,1,0,0,0,,83,wildcade,,,,Fremont,WYCDC,56013,BOR,WYWAL,,BOR,Federal,,,,,,,RM08,BLM,WYWBD,US-WY,,,,,,2023-WYWBD-000083,,No Decision,,,,2023/05/03 17:49:02+00,2023/05/17 14:30:15+00,IRWIN,0,,,{883E7408-8B19-49DE-96FC-9CF40EEEFC6E},{AC0CD9CB-AEA6-4EA7-B871-0A9E9A7ED117},0.050122421,-1.97E-06
16456,16513,Henderson,Wildfire Final Fire Perimeter,Hand Sketch,1,2023/05/03 18:45:27+00,2023/05/03 18:45:27+00,2023/05/03 18:45:26+00,{7E7FA731-16A7-452C-824C-9806D2CF65CE},{45775D91-3E08-4ED2-A1C8-F77694A10BDA},0.254563046,,FFP,1799182,,CERTIFIED,,2023/03/23 23:29:59+00,,wildcad,0.87,,MSMIC,,,,,2023/05/03 18:45:24+00,,,,,,,,P53N,,2023/03/23 22:37:00+00,,2023/05/03 18:42:00+00,,,,,P8,807,SACC,,,,,,Henderson,,WF,FI,31.49824,-88.78473,,2023/03/23 23:18:00+00,,1,,0,,,0,,227,wildcad,,,,Wayne,MSMIC,28153,USFS,MSMNF,,USFS,Federal,,,,,,,,USFS,MSMNF,US-MS,Timber,TU3,,,,2023-MSMNF-000227,{45775D91-3E08-4ED2-A1C8-F77694A10BDA},,,,,2023/03/23 23:36:29+00,2023/03/23 23:38:11+00,FODR,,,,{91C47FF6-92B5-4D09-8809-A2713C936839},{DCFBFFB6-2049-4D43-AC6D-E8AA943045FF},0.002165465,-9.78E-08
16457,16514,Oak,Wildfire Final Fire Perimeter,Hand Sketch,1,2023/05/03 18:54:01+00,2023/05/03 18:54:01+00,2023/05/03 18:54:00+00,{81BCF851-63AE-423D-8CFC-4672208339BC},{F51CB4CE-F969-4C4E-BB00-39039482F8BA},0.789767984,,FFP,1799193,,CERTIFIED,,2023/03/14 15:00:00+00,,wildcad,30,,MSMIC,,,,,2023/05/03 18:53:58+00,,,,,,,,P5V1,,2023/03/14 13:57:59+00,,2023/05/03 18:50:55+00,,,,,P8,807,SACC,,,,,,Oak,,WF,FI,31.51809,-88.75796,,2023/03/14 13:57:59+00,,1,,0,,,0,,178,wildcad,,,,Wayne,MSMIC,28153,USFS,MSMNF,,USFS,Federal,,,,,,,,USFS,MSMNF,US-MS,Timber,TL2,,,,2023-MSMNF-000178,{F51CB4CE-F969-4C4E-BB00-39039482F8BA},,,,,2023/03/14 15:32:21+00,2023/03/15 18:29:03+00,FODR,,,,{14CB1632-C76B-4E5B-9DA2-1E0FFFD838AE},{B4FCBA4E-6FD0-4977-8E9F-2295DA78E4D9},0.002738428,-3.03E-07
16458,16512,Storm,Wildfire Final Fire Perimeter,Hand Sketch,9,2023/05/03 18:08:00+00,2023/05/03 18:08:00+00,2023/05/03 18:08:00+00,{6C8CFB96-8907-432E-A9CC-1CEEB0F009D9},{23F5A216-3585-44C7-B4C6-7282C986E1BB},12.70965995,,FFP,1799137,,CERTIFIED,,2023/04/03 16:23:00+00,,wildcad,9,,MSMIC,,,,,2023/05/03 18:07:57+00,,,,,,,,P6BW,,2023/04/03 15:03:00+00,,2023/05/03 12:59:59+00,,,,,P8,807,SACC,,,,,,Storm,,WF,FI,31.52994,-88.78458,,2023/04/03 15:19:00+00,,1,,0,,,0,,258,wildcad,,,,Wayne,MSMIC,28153,USFS,MSMNF,,USFS,Federal,,,,,,,,USFS,MSMNF,US-MS,Timber,TU3,,,,2023-MSMNF-000258,{23F5A216-3585-44C7-B4C6-7282C986E1BB},,,,,2023/04/03 15:09:36+00,2023/04/03 16:26:22+00,FODR,,,,{1C88B330-DA53-48E3-86AC-846C080937AE},{35C32753-D5B2-4930-A1AE-B83EF364FAFD},0.014966835,-4.88E-06
