,COUNTY,LATITUDE,LONGITUDE,FIRE_NAME,FIRE_SIZE,FIRE_SIZE_CLASS,FIRE_YEAR,DISCOVERY_DATE,CONTAIN_DATE,CAUSE_CLASSIFICATION,CAUSE,FREQUENCY
3039,Shasta County,40.4244,-122.399167,COYOTE,0.25,A,2018,20180703,20180703,Human,Equipment and vehicle use,0.23435948361469713
3040,Shasta County,40.717533,-122.423167,CHAPPIE,0.1,A,2018,20180725,20180725,Human,Equipment and vehicle use,0.23435948361469713
3041,Shasta County,40.569283,-122.244467,HIDDEN,0.1,A,2018,20180611,20180611,Human,Smoking,0.23435948361469713
3042,Shasta County,40.678423,-122.417304,LAKE,0.25,A,2018,20180719,20180719,Human,Smoking,0.23435948361469713
3043,Shasta County,40.44435,-122.411167,MARYANN,0.2,A,2018,20180821,20180821,Human,Smoking,0.23435948361469713
3044,Shasta County,40.522233,-121.752567,MCCUMBER,0.03,A,2018,20180926,20180926,Human,Smoking,0.23435948361469713
3045,Shasta County,40.548883,-122.306133,BILLY,0.25,A,2018,20181010,20181010,Human,Smoking,0.23435948361469713
3046,Shasta County,40.7873,-121.96854,RIDGE,1.2,B,2018,20180203,20180203,Human,Debris and open burning,0.23435948361469713
3047,Shasta County,40.709793,-122.3352,WONDERLAND,0.1,A,2018,20180206,20180206,Human,Debris and open burning,0.23435948361469713
3048,Shasta County,40.498468,-122.33254,DUNCAN,0.1,A,2018,20180327,20180327,Human,Debris and open burning,0.23435948361469713
3049,Shasta County,40.63096,-122.237409,SUNRISE,1.0,B,2018,20180402,20180402,Human,Debris and open burning,0.23435948361469713
3050,Shasta County,40.599297,-122.492422,TRINITY,0.1,A,2018,20180403,20180403,Human,Debris and open burning,0.23435948361469713
3051,Shasta County,41.1148,-121.545167,SPRINGS,7.7,B,2018,20180424,20180424,Human,Debris and open burning,0.23435948361469713
3052,Shasta County,40.449867,-122.52685,POINT,1.2,B,2018,20180430,20180430,Human,Debris and open burning,0.23435948361469713
3053,Shasta County,40.593852,-122.244716,LESLYE,0.2,A,2018,20180506,20180506,Human,Debris and open burning,0.23435948361469713
3054,Shasta County,40.688947,-121.911365,FERN,0.01,A,2018,20180722,20180722,Human,Debris and open burning,0.23435948361469713
3055,Shasta County,40.490817,-121.859233,GRACE,0.17,A,2018,20180831,20180831,Human,Debris and open burning,0.23435948361469713
3056,Shasta County,40.4907,-121.859617,ALWARD RD  SHINGLETOWN,0.01,A,2018,20181009,20181009,Human,Debris and open burning,0.23435948361469713
3057,Shasta County,40.58165,-122.311417,FRAZIER,0.1,A,2018,20181110,20181110,Human,Debris and open burning,0.23435948361469713
3058,Shasta County,40.570367,-122.2727,WINEGAR,0.56,B,2018,20181126,20181126,Human,Debris and open burning,0.23435948361469713
3059,Shasta County,40.478633,-122.4372,DIXIE,0.15,A,2018,20181208,20181208,Human,Debris and open burning,0.23435948361469713
3060,Shasta County,40.716,-122.043267,LOOKOUT,0.88,B,2018,20181213,20181213,Human,Debris and open burning,0.23435948361469713
3061,Shasta County,40.850267,-121.899583,WEBSTER,0.01,A,2018,20180329,20180329,Human,Arson/incendiarism,0.23435948361469713
3062,Shasta County,40.46655,-121.871317,SHORT HILL,0.5,B,2018,20180331,20180401,Human,Arson/incendiarism,0.23435948361469713
3063,Shasta County,40.502783,-122.3781,CANYON,0.01,A,2018,20180413,20180413,Human,Arson/incendiarism,0.23435948361469713
3064,Shasta County,40.641483,-122.399517,LAKE,0.01,A,2018,20180519,20180519,Human,Arson/incendiarism,0.23435948361469713
3065,Shasta County,40.879533,-121.679417,HOLLY,0.28,B,2018,20180604,20180604,Human,Arson/incendiarism,0.23435948361469713
3066,Shasta County,40.87995,-121.679133,HOLLY 2,0.12,A,2018,20180605,20180605,Human,Arson/incendiarism,0.23435948361469713
3067,Shasta County,40.61985,-122.282733,SONORA,0.1,A,2018,20180617,20180617,Human,Arson/incendiarism,0.23435948361469713
3068,Shasta County,40.616117,-122.492767,ROCK,0.2,A,2018,20180702,20180702,Human,Arson/incendiarism,0.23435948361469713
3069,Shasta County,40.488767,-122.337483,JOLLY,0.25,A,2018,20180712,20180712,Human,Arson/incendiarism,0.23435948361469713
3070,Shasta County,40.507167,-122.447167,HONEYBEE,8.0,B,2018,20180624,20180724,Human,Arson/incendiarism,0.23435948361469713
3071,Shasta County,40.494283,-122.365967,WHITE,0.25,A,2018,20180801,20180801,Human,Arson/incendiarism,0.23435948361469713
3072,Shasta County,40.643583,-122.397533,LAKE,0.1,A,2018,20180804,20180804,Human,Arson/incendiarism,0.23435948361469713
3073,Shasta County,40.467417,-122.435833,SADDLE,0.1,A,2018,20180827,20180827,Human,Arson/incendiarism,0.23435948361469713
3074,Shasta County,40.501833,-122.3803,HIGHWAY,2.1,B,2018,20180916,20180916,Human,Arson/incendiarism,0.23435948361469713
3075,Shasta County,40.598117,-121.965217,RANCH,0.5,B,2018,20180917,20180917,Human,Arson/incendiarism,0.23435948361469713
3076,Shasta County,40.48645,-121.85315,GRACE,0.1,A,2018,20181006,20181006,Human,Arson/incendiarism,0.23435948361469713
3077,Shasta County,40.404567,-122.27285,KIMBERLY,0.8,B,2018,20181014,20181014,Human,Arson/incendiarism,0.23435948361469713
3078,Shasta County,40.41725,-122.2835,MAIN,4.5,B,2018,20181018,20181018,Human,Arson/incendiarism,0.23435948361469713
3079,Shasta County,40.4343,-122.312483,WEST,0.6,B,2018,20181020,20181020,Human,Arson/incendiarism,0.23435948361469713
3080,Shasta County,40.420667,-122.267217,BETTENDORF,1.0,B,2018,20181025,20181025,Human,Arson/incendiarism,0.23435948361469713
3081,Shasta County,40.832283,-121.920267,WINDY,0.01,A,2018,20181125,20181126,Human,Arson/incendiarism,0.23435948361469713
3082,Shasta County,40.50335,-121.906917,FIGARO,0.01,A,2018,20180628,20180628,Human,Misuse of fire by a minor,0.23435948361469713
3083,Shasta County,40.44205,-122.400483,OLINDA,1.0,B,2018,20180923,20180923,Human,Misuse of fire by a minor,0.23435948361469713
3084,Shasta County,40.662298,-122.40758,FLINT,0.04,A,2018,20180223,20180223,Human,Missing data/not specified/undetermined,0.23435948361469713
3085,Shasta County,40.487668,-122.37177,PINE,0.01,A,2018,20180224,20180225,Human,Missing data/not specified/undetermined,0.23435948361469713
3086,Shasta County,40.479094,-122.20516,MILLVILLE,0.01,A,2018,20180310,20180310,Human,Missing data/not specified/undetermined,0.23435948361469713
3087,Shasta County,40.45475,-122.259783,GAINES,0.01,A,2018,20180428,20180429,Human,Missing data/not specified/undetermined,0.23435948361469713
3088,Shasta County,40.385548,-122.420738,POINT,1.0,B,2018,20180506,20180506,Human,Missing data/not specified/undetermined,0.23435948361469713
3089,Shasta County,40.442783,-122.6754,BLAND,1.0,B,2018,20180515,20180515,Human,Missing data/not specified/undetermined,0.23435948361469713
3090,Shasta County,40.4753,-122.5443,VETERANS,1.0,B,2018,20180517,20180517,Human,Missing data/not specified/undetermined,0.23435948361469713
3091,Shasta County,40.621267,-122.233283,DESCHUTES,0.33,B,2018,20180518,20180518,Human,Missing data/not specified/undetermined,0.23435948361469713
3092,Shasta County,40.804033,-121.806283,HATCHETT,0.01,A,2018,20180519,20180519,Human,Missing data/not specified/undetermined,0.23435948361469713
3093,Shasta County,40.544767,-122.818217,READING,0.25,A,2018,20180521,20180521,Human,Missing data/not specified/undetermined,0.23435948361469713
3094,Shasta County,40.688717,-122.263309,BROKEN,0.1,A,2018,20180524,20180524,Human,Missing data/not specified/undetermined,0.23435948361469713
3095,Shasta County,40.459699,-122.50565,FARMS,1.0,B,2018,20180528,20180528,Human,Missing data/not specified/undetermined,0.23435948361469713
3096,Shasta County,40.880183,-121.718867,PIT,0.01,A,2018,20180603,20180603,Human,Missing data/not specified/undetermined,0.23435948361469713
3097,Shasta County,40.6264,-122.2697,JOANNA,0.25,A,2018,20180603,20180603,Human,Missing data/not specified/undetermined,0.23435948361469713
3098,Shasta County,40.618283,-122.31725,OLD,0.1,A,2018,20180605,20180605,Human,Missing data/not specified/undetermined,0.23435948361469713
3099,Shasta County,40.554283,-122.46125,PURPLE,1.0,B,2018,20180606,20180606,Human,Missing data/not specified/undetermined,0.23435948361469713
3100,Shasta County,40.504138,-122.324062,CREEK,0.1,A,2018,20180608,20180608,Human,Missing data/not specified/undetermined,0.23435948361469713
3101,Shasta County,40.8809,-121.7213,GOOSE,0.1,A,2018,20180613,20180613,Human,Missing data/not specified/undetermined,0.23435948361469713
3102,Shasta County,40.463283,-122.480217,PANTHER,0.81,B,2018,20180619,20180619,Human,Missing data/not specified/undetermined,0.23435948361469713
3103,Shasta County,40.46215,-122.246167,DESCHUTES,0.06,A,2018,20180620,20180620,Human,Missing data/not specified/undetermined,0.23435948361469713
3104,Shasta County,40.6039,-122.239067,DESCHUTES,0.01,A,2018,20180630,20180630,Human,Missing data/not specified/undetermined,0.23435948361469713
3105,Shasta County,40.43905,-121.835383,ROCK,1.0,B,2018,20180707,20180707,Human,Missing data/not specified/undetermined,0.23435948361469713
3106,Shasta County,40.6784,-122.16365,VISTA,39.0,C,2018,20180708,20180708,Human,Missing data/not specified/undetermined,0.23435948361469713
3107,Shasta County,40.483233,-122.320167,PEACH,0.5,B,2018,20180713,20180713,Human,Missing data/not specified/undetermined,0.23435948361469713
3108,Shasta County,40.592717,-122.488567,BLUFF,0.01,A,2018,20180717,20180717,Human,Missing data/not specified/undetermined,0.23435948361469713
3109,Shasta County,40.508283,-122.380433,HIGHWAY,0.25,A,2018,20180718,20180718,Human,Missing data/not specified/undetermined,0.23435948361469713
3110,Shasta County,40.507933,-122.3802,WIN 1,0.01,A,2018,20180718,20180718,Human,Missing data/not specified/undetermined,0.23435948361469713
3111,Shasta County,40.50795,-122.380117,WIN 2,0.01,A,2018,20180718,20180718,Human,Missing data/not specified/undetermined,0.23435948361469713
3112,Shasta County,40.87308,-121.68307,HWY 299  E/ JACK RABBIT F,1.0,B,2018,20180723,20180723,Human,Missing data/not specified/undetermined,0.23435948361469713
3113,Shasta County,40.445133,-122.471167,PANTHER,386.0,E,2018,20180624,20180724,Human,Missing data/not specified/undetermined,0.23435948361469713
3114,Shasta County,40.881987,-121.666501,HWY 299  E BURNEY,1.0,B,2018,20180724,20180724,Human,Missing data/not specified/undetermined,0.23435948361469713
3115,Shasta County,40.3988,-122.315717,LITTLE,1.12,B,2018,20180801,20180801,Human,Missing data/not specified/undetermined,0.23435948361469713
3116,Shasta County,40.483333,-122.110783,HIGHWAY,0.01,A,2018,20180802,20180802,Human,Missing data/not specified/undetermined,0.23435948361469713
3117,Shasta County,40.448267,-122.445817,PALM,0.18,A,2018,20180807,20180807,Human,Missing data/not specified/undetermined,0.23435948361469713
3118,Shasta County,40.6865,-122.141133,OAK,0.7,B,2018,20180814,20180814,Human,Missing data/not specified/undetermined,0.23435948361469713
3119,Shasta County,40.565928,-123.057632,DUNCAN,0.2,A,2018,20180821,20180822,Human,Missing data/not specified/undetermined,0.23435948361469713
3120,Shasta County,40.478233,-122.222483,GOLDEN,1.1,B,2018,20180825,20180825,Human,Missing data/not specified/undetermined,0.23435948361469713
3121,Shasta County,40.617033,-122.2344,DESCHUTES,0.7,B,2018,20180825,20180825,Human,Missing data/not specified/undetermined,0.23435948361469713
3122,Shasta County,40.714967,-122.3905,BAY,0.05,A,2018,20180828,20180828,Human,Missing data/not specified/undetermined,0.23435948361469713
3123,Shasta County,40.4773,-122.485317,DALE,0.69,B,2018,20180831,20180831,Human,Missing data/not specified/undetermined,0.23435948361469713
3124,Shasta County,40.7581,-122.3191,BRIDGE,0.65,B,2018,20180904,20180904,Human,Missing data/not specified/undetermined,0.23435948361469713
3125,Shasta County,40.870367,-121.68195,RABBIT,0.1,A,2018,20180907,20180907,Human,Missing data/not specified/undetermined,0.23435948361469713
3126,Shasta County,40.645417,-122.292767,STILLWATER,1.0,B,2018,20180919,20180919,Human,Missing data/not specified/undetermined,0.23435948361469713
3127,Shasta County,40.535867,-122.1426,PLAINS,1.0,B,2018,20180925,20180925,Human,Missing data/not specified/undetermined,0.23435948361469713
3128,Shasta County,40.59333,-122.17183,SILVER,77.0,C,2018,20180928,20180928,Human,Missing data/not specified/undetermined,0.23435948361469713
3129,Shasta County,40.684883,-122.309483,ECHO,0.25,A,2018,20180930,20180930,Human,Missing data/not specified/undetermined,0.23435948361469713
3130,Shasta County,40.6125,-122.139583,OAK,2.0,B,2018,20181010,20181010,Human,Missing data/not specified/undetermined,0.23435948361469713
3131,Shasta County,40.739883,-121.923633,FRONTIER,0.25,A,2018,20181013,20181013,Human,Missing data/not specified/undetermined,0.23435948361469713
3132,Shasta County,40.600017,-122.166083,BROOK,1.0,B,2018,20181013,20181013,Human,Missing data/not specified/undetermined,0.23435948361469713
3133,Shasta County,40.439083,-122.386067,OLINDA,0.25,A,2018,20181025,20181025,Human,Missing data/not specified/undetermined,0.23435948361469713
3134,Shasta County,40.476236,-122.393745,MARKET,0.1,A,2018,20181104,20181104,Human,Missing data/not specified/undetermined,0.23435948361469713
3135,Shasta County,40.532767,-122.120333,CREEK,0.1,A,2018,20181105,20181105,Human,Missing data/not specified/undetermined,0.23435948361469713
3136,Shasta County,40.511667,-121.954917,BOULDER,0.25,A,2018,20181106,20181106,Human,Missing data/not specified/undetermined,0.23435948361469713
3137,Shasta County,40.592117,-122.306133,NORA,0.1,A,2018,20181111,20181111,Human,Missing data/not specified/undetermined,0.23435948361469713
3138,Shasta County,40.8798,-121.72125,POWER,0.1,A,2018,20181112,20181112,Human,Missing data/not specified/undetermined,0.23435948361469713
3139,Shasta County,40.721917,-122.3261,BRIDGE,0.01,A,2018,20181117,20181117,Human,Missing data/not specified/undetermined,0.23435948361469713
3140,Shasta County,40.877133,-121.6683,PARK,0.25,A,2018,20181118,20181118,Human,Missing data/not specified/undetermined,0.23435948361469713
3141,Shasta County,40.59815,-122.31395,OREGON,0.01,A,2018,20181118,20181118,Human,Missing data/not specified/undetermined,0.23435948361469713
3142,Shasta County,40.654883,-122.314967,COLLEGE,0.5,B,2018,20181119,20181119,Human,Missing data/not specified/undetermined,0.23435948361469713
3143,Shasta County,40.919297,-121.55258,POST,0.01,A,2018,20181214,20181214,Human,Missing data/not specified/undetermined,0.23435948361469713
3144,Shasta County,40.89195,-121.648367,RANCH,0.1,A,2018,20180209,20180209,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3145,Shasta County,40.4826,-122.327417,RIVERLAND,0.12,A,2018,20180212,20180212,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3146,Shasta County,40.743033,-122.249917,JUNIPER #2,0.25,A,2018,20180425,20180425,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3147,Shasta County,40.8932,-121.647967,COMMERCE,1.0,B,2018,20180515,20180515,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3148,Shasta County,40.886617,-121.646533,MOUNTAIN,1.0,B,2018,20180515,20180515,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3149,Shasta County,40.735583,-122.239567,BEAR,1.0,B,2018,20180515,20180515,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3150,Shasta County,40.490333,-122.559517,CLEAR,1.0,B,2018,20180605,20180605,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3151,Shasta County,40.526783,-122.480017,PROSPECT,0.01,A,2018,20180610,20180610,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3152,Shasta County,40.58625,-122.453667,SPRINGS,0.01,A,2018,20180615,20180615,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3153,Shasta County,40.4908,-121.8578,GRACE,0.02,A,2018,20180619,20180619,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3154,Shasta County,40.69785,-122.041,RUN,1.0,B,2018,20180619,20180619,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3155,Shasta County,40.633541,-122.238849,BELLA,0.01,A,2018,20180623,20180623,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3156,Shasta County,40.872717,-121.685783,BRUSH,0.43,B,2018,20180702,20180702,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3157,Shasta County,40.730127,-122.21863,JONES,0.1,A,2018,20180709,20180709,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3158,Shasta County,40.583633,-122.313217,COLUMBIA,2.5,B,2018,20180709,20180709,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3159,Shasta County,40.539383,-122.16515,MILLVILLE,1.1,B,2018,20180709,20180709,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3160,Shasta County,40.43435,-122.268617,KIMBERLY,2.4,B,2018,20180725,20180725,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3161,Shasta County,40.623233,-122.242383,HIDDEN,0.25,A,2018,20180726,20180726,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3162,Shasta County,40.88105,-121.665783,PLUMAS,0.1,A,2018,20180730,20180730,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3163,Shasta County,40.952383,-121.612083,CORNER,34.9,C,2018,20180729,20180730,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3164,Shasta County,40.5622,-122.237267,DESCHUTES,0.1,A,2018,20180808,20180808,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3165,Shasta County,40.561283,-122.23455,CEDRO,0.5,B,2018,20180808,20180808,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3166,Shasta County,40.868017,-121.884517,WINDY,3.0,B,2018,20180808,20180808,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3167,Shasta County,40.885134,-121.654618,MOUNTAIN,0.01,A,2018,20180809,20180809,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3168,Shasta County,40.531944,-122.475278,PLACER,0.01,A,2018,20180813,20180813,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3169,Shasta County,40.876667,-121.68415,JACK,0.35,B,2018,20180811,20180820,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3170,Shasta County,40.346667,-122.861867,GORGE,155.0,D,2018,20180819,20180823,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3171,Shasta County,41.011967,-121.903633,HAGEN,0.01,A,2018,20180920,20180920,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3172,Shasta County,40.629733,-122.27655,MOUNTAIN,0.25,A,2018,20180920,20180920,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3173,Shasta County,40.508133,-122.326017,KNIGHTON,2.38,B,2018,20180923,20180923,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3174,Shasta County,40.492733,-121.8653,BRUSH,0.1,A,2018,20180926,20180926,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3175,Shasta County,40.7088,-122.240267,ARGONAUT,0.1,A,2018,20181001,20181001,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3176,Shasta County,40.622017,-121.989183,WHITMORE,0.1,A,2018,20181012,20181012,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3177,Shasta County,40.796267,-121.9406,MILL,0.01,A,2018,20181014,20181014,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3178,Shasta County,41.00995,-121.908217,HAGEN,0.01,A,2018,20181110,20181110,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3179,Shasta County,40.60855,-122.495097,ROCK,0.1,A,2018,20181113,20181113,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.23435948361469713
3180,Shasta County,40.92083333,-121.49583333,H-5 RIVER,0.1,A,2019,20190810,20190810,Natural,Natural,0.23435948361469713
3181,Shasta County,40.93277778,-122.2475,BRIDGE,0.1,A,2019,20190707,20190707,Human,Missing data/not specified/undetermined,0.23435948361469713
3182,Shasta County,40.86833333,-122.39277778,ANTLERS,0.1,A,2019,20190418,20190418,Human,Equipment and vehicle use,0.23435948361469713
3183,Shasta County,40.90611111,-122.40138889,DONEY,0.1,A,2019,20190810,20190810,Natural,Natural,0.23435948361469713
3184,Shasta County,40.71583333,-122.40555556,KENNETT,0.25,A,2019,20190801,20190801,Human,Missing data/not specified/undetermined,0.23435948361469713
3185,Shasta County,40.73638889,-122.23833333,SILVERS,1.6,B,2019,20190725,20190725,Human,Arson/incendiarism,0.23435948361469713
3186,Shasta County,40.60444444,-121.52722222,ESKIMO,0.1,A,2019,20190610,20190610,Human,Missing data/not specified/undetermined,0.23435948361469713
3187,Shasta County,40.86666667,-121.29444444,WILLOW,0.03,A,2019,20190808,20190808,Natural,Natural,0.23435948361469713
3188,Shasta County,40.87527778,-122.23583333,GILMAN 4,1.33,B,2019,20191119,20191119,Human,Arson/incendiarism,0.23435948361469713
3189,Shasta County,40.88861111,-122.38888889,CHAMISE,0.2,A,2019,20191124,20191124,Human,Debris and open burning,0.23435948361469713
3190,Shasta County,40.87194444,-122.24666667,GILMAN,1.0,B,2019,20191119,20191119,Human,Arson/incendiarism,0.23435948361469713
3191,Shasta County,40.99944444,-122.42111111,CHARLIE,0.1,A,2019,20190810,20190811,Natural,Natural,0.23435948361469713
3192,Shasta County,40.85027778,-122.3425,OBRIEN,0.25,A,2019,20190722,20190723,Human,Arson/incendiarism,0.23435948361469713
3193,Shasta County,41.03861111,-122.02666667,SPRING,0.1,A,2019,20190810,20190810,Natural,Natural,0.23435948361469713
3194,Shasta County,40.89138889,-122.16916667,SALT,0.75,B,2019,20190810,20190811,Natural,Natural,0.23435948361469713
3195,Shasta County,40.90972222,-122.38694444,RIVERVIEW,0.25,A,2019,20190912,20190912,Human,Missing data/not specified/undetermined,0.23435948361469713
3196,Shasta County,40.61555556,-121.47,TWIN,0.01,A,2019,20190810,20190810,Human,Recreation and ceremony,0.23435948361469713
3197,Shasta County,40.60027778,-121.47333333,ESKIMO HILL,0.1,A,2019,20191209,20191212,Human,Recreation and ceremony,0.23435948361469713
3198,Shasta County,40.7975,-121.39555556,TRUCK,0.01,A,2019,20190324,20190324,Human,Missing data/not specified/undetermined,0.23435948361469713
3199,Shasta County,41.12305556,-121.94611111,TOWER,0.1,A,2019,20190810,20190810,Natural,Natural,0.23435948361469713
3200,Shasta County,40.955,-122.43555556,OTTER,0.2,A,2019,20190620,20190620,Human,Missing data/not specified/undetermined,0.23435948361469713
3201,Shasta County,41.04638889,-122.07888889,HUNTING,0.1,A,2019,20190810,20190811,Natural,Natural,0.23435948361469713
3202,Shasta County,40.85027778,-122.42638889,OLD,0.1,A,2019,20191003,20191003,Human,Missing data/not specified/undetermined,0.23435948361469713
3203,Shasta County,40.87555556,-122.24055556,GILMAN 3,0.43,B,2019,20191119,20191119,Human,Arson/incendiarism,0.23435948361469713
3204,Shasta County,40.87388889,-122.25472222,BAY,1.4,B,2019,20191108,20191109,Human,Arson/incendiarism,0.23435948361469713
3205,Shasta County,40.82083333,-121.51722222,DOTY,0.1,A,2019,20191009,20191009,Human,Missing data/not specified/undetermined,0.23435948361469713
3206,Shasta County,40.62777778,-121.45361111,CREST,2.0,B,2019,20190604,20190605,Natural,Natural,0.23435948361469713
3207,Shasta County,41.13722222,-122.325,CASTELLA,2.6,B,2019,20190912,20190912,Human,Missing data/not specified/undetermined,0.23435948361469713
3208,Shasta County,40.98555556,-122.1275,SIGNAL,0.1,A,2019,20190919,20190919,Natural,Natural,0.23435948361469713
3209,Shasta County,40.68027778,-121.42222222,OLD,0.01,A,2019,20190708,20190708,Human,Recreation and ceremony,0.23435948361469713
3210,Shasta County,40.77388889,-122.30944444,TURN,0.1,A,2019,20190219,20190219,Human,Power generation/transmission/distribution,0.23435948361469713
3211,Shasta County,41.04583333,-122.35361111,ZOT,0.1,A,2019,20190810,20190810,Natural,Natural,0.23435948361469713
3212,Shasta County,40.88638889,-122.36972222,GREGORY,0.1,A,2019,20190705,20190705,Human,Fireworks,0.23435948361469713
3213,Shasta County,41.04166667,-121.97916667,DEADLUN,4.0,B,2019,20190910,20190911,Natural,Natural,0.23435948361469713
3214,Shasta County,40.87305556,-122.24861111,DEKKAS,1.0,B,2019,20191108,20191109,Human,Missing data/not specified/undetermined,0.23435948361469713
3215,Shasta County,41.2425,-122.51333333,FRENCH,0.1,A,2019,20190810,20190810,Natural,Natural,0.23435948361469713
3216,Shasta County,40.38138889,-122.92472222,LITTLE,0.1,A,2019,20190905,20190907,Natural,Natural,0.23435948361469713
3217,Shasta County,40.82166667,-122.31083333,LAKEVIEW,0.74,B,2019,20190508,20190508,Human,Debris and open burning,0.23435948361469713
3218,Shasta County,41.04638889,-122.07972222,HAPPY,0.1,A,2019,20190810,20190811,Natural,Natural,0.23435948361469713
3219,Shasta County,41.05194444,-122.06194444,PROSPECT,0.1,A,2019,20190810,20190810,Natural,Natural,0.23435948361469713
3220,Shasta County,40.88111111,-121.36722222,RIM,0.38,B,2019,20190905,20190905,Natural,Natural,0.23435948361469713
3221,Shasta County,40.75638889,-122.19833333,BRUSHY,0.1,A,2019,20190810,20190810,Natural,Natural,0.23435948361469713
3222,Shasta County,40.85638889,-122.33833333,SOLUS,0.1,A,2019,20190626,20190626,Human,Other causes,0.23435948361469713
3223,Shasta County,40.87638889,-122.24083333,GILMAN 2,0.94,B,2019,20191119,20191119,Human,Arson/incendiarism,0.23435948361469713
3224,Shasta County,40.85861111,-122.35222222,MAPLE,0.5,B,2019,20191015,20191015,Human,Other causes,0.23435948361469713
3225,Shasta County,40.89027778,-122.18083333,DOOLES,0.25,A,2019,20190810,20190811,Natural,Natural,0.23435948361469713
3226,Shasta County,40.73666667,-122.23888889,SILVER,0.1,A,2019,20190609,20190609,Human,Missing data/not specified/undetermined,0.23435948361469713
3227,Shasta County,40.75555556,-122.16083333,GREEN,0.87,B,2019,20190828,20190829,Natural,Natural,0.23435948361469713
3228,Shasta County,41.00166667,-122.06777778,MUDDY,3.5,B,2019,20190810,20190817,Natural,Natural,0.23435948361469713
3229,Shasta County,40.84944444,-121.53305556,LAVA,0.05,A,2019,20190101,20190101,Human,Recreation and ceremony,0.23435948361469713
3230,Shasta County,40.67777778,-121.49166667,LOGAN,0.1,A,2019,20190525,20190525,Natural,Natural,0.23435948361469713
3231,Shasta County,40.74638889,-122.23861111,SILVERTHORN,0.1,A,2019,20190609,20190613,Human,Arson/incendiarism,0.23435948361469713
3232,Shasta County,40.77305556,-122.31194444,BAILEY,0.25,A,2019,20190812,20190812,Human,Missing data/not specified/undetermined,0.23435948361469713
3233,Shasta County,40.81111111,-122.16638889,HOOVER,0.5,B,2019,20190811,20190811,Natural,Natural,0.23435948361469713
3234,Shasta County,40.84333333,-121.51888889,CHARLIE BONE,0.01,A,2019,20190723,20190724,Human,Debris and open burning,0.23435948361469713
3235,Shasta County,41.0203,-121.4959,SADDLE,0.5,B,2019,20190505,20190505,Natural,Natural,0.23435948361469713
3236,Shasta County,40.9989,-121.3764,YALE,0.3,B,2019,20190506,20190506,Natural,Natural,0.23435948361469713
3237,Shasta County,40.0033,-121.393,SHELLY,0.5,B,2019,20190506,20190506,Natural,Natural,0.23435948361469713
3238,Shasta County,41.0042,-121.3775,NORTH,0.5,B,2019,20190506,20190506,Natural,Natural,0.23435948361469713
3239,Shasta County,40.7017,-122.4583,CORAM,0.1,A,2019,20190828,20190828,Natural,Natural,0.23435948361469713
