,FIPS_NAME,LATITUDE,LONGITUDE,FIRE_NAME,FIRE_SIZE,FIRE_SIZE_CLASS,FIRE_YEAR,DISCOVERY_DATE,CONTAIN_DATE,CAUSE_CLASSIFICATION,CAUSE
3950,San Luis Obispo County,35.60142,-120.916859,CYPRESS,19.4,C,2017,2017-07-24,2017-07-25,Human,Missing data/not specified/undetermined
3951,Santa Clara County,36.966167,-121.584117,CASTRO,100.0,D,2017,2017-07-23,2017-07-25,Human,Missing data/not specified/undetermined
3952,Madera County,36.960294,-120.184067,20,0.02,A,2017,2017-07-25,2017-07-25,Human,Missing data/not specified/undetermined
3953,San Benito County,36.875558,-121.363578,FAIRVIEW RD / LONE TREE R,0.01,A,2017,2017-07-25,2017-07-25,Human,Missing data/not specified/undetermined
3954,Lassen County,40.744067,-120.762817,1-3 SIGNAL,0.01,A,2017,2017-07-25,2017-07-25,Human,Missing data/not specified/undetermined
3955,Fresno County,36.29538,-120.267799,FIVE,1.0,B,2017,2017-07-26,2017-07-26,Human,Missing data/not specified/undetermined
3956,Calaveras County,38.234153,-120.357674,PALOMA 2,0.02,A,2017,2017-07-26,2017-07-26,Human,Missing data/not specified/undetermined
3957,Merced County,37.433724,-120.675472,SANTA FE,1.0,B,2017,2017-07-27,2017-07-27,Human,Missing data/not specified/undetermined
3958,Merced County,37.433724,-120.675472,SANTA FE DR / EL CAPITAN,0.5,B,2017,2017-07-27,2017-07-27,Human,Missing data/not specified/undetermined
3959,San Luis Obispo County,35.075681,-120.521222,BERROS,0.25,A,2017,2017-07-27,2017-07-27,Human,Missing data/not specified/undetermined
3960,Placer County,38.895592,-121.180753,GOLD HILL RD  NEWCASTLE_F,0.01,A,2017,2017-07-27,2017-07-27,Human,Missing data/not specified/undetermined
3961,Merced County,37.228268,-120.216286,LE GRAND,1.8,B,2017,2017-07-27,2017-07-27,Human,Missing data/not specified/undetermined
3962,Del Norte County,41.88,-124.135,SMITH,0.05,A,2017,2017-07-27,2017-07-27,Human,Missing data/not specified/undetermined
3963,Monterey County,36.187223,-120.821217,PEACH,6.0,B,2017,2017-07-28,2017-07-28,Human,Missing data/not specified/undetermined
3964,Monterey County,36.013047,-120.922141,PARIS,3.5,B,2017,2017-07-28,2017-07-28,Human,Missing data/not specified/undetermined
3965,San Luis Obispo County,35.686642,-120.705048,HUNTER,0.25,A,2017,2017-07-28,2017-07-28,Human,Missing data/not specified/undetermined
3966,San Luis Obispo County,35.469195,-120.977543,VILLA,10.73,C,2017,2017-07-28,2017-07-28,Human,Missing data/not specified/undetermined
3967,Shasta County,40.99965,-121.959083,PIT,0.99,B,2017,2017-07-28,2017-07-28,Human,Missing data/not specified/undetermined
3968,San Luis Obispo County,35.719611,-120.98991,COVE,0.5,B,2017,2017-07-28,2017-07-28,Human,Missing data/not specified/undetermined
3969,Contra Costa County,37.9624,-122.132133,BRIONES,0.12,A,2017,2017-07-28,2017-07-28,Human,Missing data/not specified/undetermined
3970,Amador County,38.300167,-120.88371,LAKE,0.1,A,2017,2017-07-29,2017-07-29,Human,Missing data/not specified/undetermined
3971,San Luis Obispo County,35.708789,-120.640607,AIRPORT,1.0,B,2017,2017-07-29,2017-07-29,Human,Missing data/not specified/undetermined
3972,San Bernardino County,34.421049,-117.192062,YUCCA,0.01,A,2017,2017-07-29,2017-07-29,Human,Missing data/not specified/undetermined
3973,San Luis Obispo County,35.455921,-120.390524,PANZA,0.1,A,2017,2017-07-29,2017-07-29,Human,Missing data/not specified/undetermined
3974,Madera County,36.99658,-120.102648,FRONTAGE,0.5,B,2017,2017-07-29,2017-07-29,Human,Missing data/not specified/undetermined
3975,Riverside County,33.704433,-117.233839,ESTRELLA,0.25,A,2017,2017-07-29,2017-07-29,Human,Missing data/not specified/undetermined
3976,El Dorado County,38.766854,-121.10834,RATTLESNAKE,1.0,B,2017,2017-07-29,2017-07-29,Human,Missing data/not specified/undetermined
3977,Humboldt County,40.045167,-124.058617,MARTIN,0.01,A,2017,2017-07-29,2017-07-29,Human,Missing data/not specified/undetermined
3978,Calaveras County,38.204852,-120.697417,GOLD,22.5,C,2017,2017-07-29,2017-07-29,Human,Missing data/not specified/undetermined
3979,San Luis Obispo County,35.450329,-120.616778,CHIA,0.5,B,2017,2017-07-29,2017-07-29,Human,Missing data/not specified/undetermined
3980,Yuba County,39.484067,-121.261917,YORK,0.04,A,2017,2017-07-30,2017-07-30,Human,Missing data/not specified/undetermined
3981,Butte County,39.465133,-121.550017,OPHIR,6.0,B,2017,2017-07-30,2017-07-30,Human,Missing data/not specified/undetermined
3982,San Bernardino County,34.246666,-117.266666,LAKE GREGORY CRESTLINE,0.01,A,2017,2017-07-30,2017-07-30,Human,Missing data/not specified/undetermined
3983,Shasta County,40.752667,-122.255133,THORN,0.01,A,2017,2017-07-30,2017-07-30,Human,Missing data/not specified/undetermined
3984,Riverside County,33.744698,-117.262054,POPPY,0.5,B,2017,2017-07-31,2017-07-31,Human,Missing data/not specified/undetermined
3985,Santa Cruz County,36.980737,-122.139496,HWY 1  / SCARONI RD,0.1,A,2017,2017-07-31,2017-07-31,Human,Missing data/not specified/undetermined
3986,Placer County,38.797125,-121.133303,AUBURN,0.1,A,2017,2017-07-31,2017-07-31,Human,Missing data/not specified/undetermined
3987,San Luis Obispo County,35.751885,-120.266186,CHOLAME,0.75,B,2017,2017-07-31,2017-07-31,Human,Missing data/not specified/undetermined
3988,Santa Clara County,36.974317,-121.381567,WALNUT,0.2,A,2017,2017-07-31,2017-07-31,Human,Missing data/not specified/undetermined
3989,Fresno County,36.515617,-119.718923,TOPEKA,3.0,B,2017,2017-07-31,2017-07-31,Human,Missing data/not specified/undetermined
3990,Sonoma County,38.679894,-122.880806,INDEPENDENCE,4.25,B,2017,2017-07-31,2017-07-31,Human,Missing data/not specified/undetermined
3991,Sonoma County,38.679894,-122.880806,INDEPENDENCE 2,2.5,B,2017,2017-07-31,2017-07-31,Human,Missing data/not specified/undetermined
3992,San Luis Obispo County,35.574149,-120.673537,SELVA,0.9,B,2017,2017-07-31,2017-07-31,Human,Missing data/not specified/undetermined
3993,Riverside County,33.76562,-116.382585,ADOBE SPRINGS DR  PDES,0.01,A,2017,2017-08-01,2017-08-01,Human,Missing data/not specified/undetermined
3994,Humboldt County,40.397546,-123.947926,RED,0.1,A,2017,2017-08-01,2017-08-01,Human,Missing data/not specified/undetermined
3995,Trinity County,40.66825,-122.795083,CLARK,4.0,B,2017,2017-07-31,2017-08-01,Human,Missing data/not specified/undetermined
3996,Riverside County,33.750184,-117.26023,MARGARTH ST  LELS,0.01,A,2017,2017-08-01,2017-08-01,Human,Missing data/not specified/undetermined
3997,Riverside County,33.604624,-117.28397,DENISE CT  WILD,0.01,A,2017,2017-08-01,2017-08-01,Human,Missing data/not specified/undetermined
3998,Tehama County,40.070799,-122.110199,FIFTH,0.1,A,2017,2017-08-02,2017-08-02,Human,Missing data/not specified/undetermined
3999,Mendocino County,39.231807,-123.100772,BUFFALO,0.5,B,2017,2017-08-02,2017-08-02,Human,Missing data/not specified/undetermined
4000,Humboldt County,40.882117,-123.995533,BLUSRA,0.01,A,2017,2017-08-02,2017-08-02,Human,Missing data/not specified/undetermined
4001,Riverside County,33.926301,-116.995648,4TH,2.0,B,2017,2017-08-03,2017-08-03,Human,Missing data/not specified/undetermined
4002,Sonoma County,38.152196,-122.487576,LAKEVILLE,37.0,C,2017,2017-08-03,2017-08-03,Human,Missing data/not specified/undetermined
4003,Nevada County,39.073001,-121.087161,CARRIAGE,0.65,B,2017,2017-08-03,2017-08-03,Human,Missing data/not specified/undetermined
4004,San Luis Obispo County,35.435322,-120.285191,CAMATTA,70.0,C,2017,2017-08-02,2017-08-03,Human,Missing data/not specified/undetermined
4005,Amador County,38.422135,-120.674701,RAINBOW,0.1,A,2017,2017-08-03,2017-08-03,Human,Missing data/not specified/undetermined
4006,Tuolumne County,37.976374,-120.357841,MONO,2.95,B,2017,2017-08-03,2017-08-03,Human,Missing data/not specified/undetermined
4007,Riverside County,33.641489,-117.153941,SCOTT RD / MENIFEE RD,0.01,A,2017,2017-08-03,2017-08-03,Human,Missing data/not specified/undetermined
4008,San Joaquin County,38.235425,-121.088895,MACKVILLE,1.7,B,2017,2017-08-03,2017-08-03,Human,Missing data/not specified/undetermined
4009,Calaveras County,38.065936,-120.497565,2-1,0.5,B,2017,2017-08-03,2017-08-03,Human,Missing data/not specified/undetermined
4010,Trinity County,40.57579,-123.07727,SUMMIT,0.29,B,2017,2017-08-03,2017-08-03,Human,Missing data/not specified/undetermined
4011,Humboldt County,40.2795,-123.643167,BLOCKSBURG,34.0,C,2017,2017-08-03,2017-08-04,Human,Missing data/not specified/undetermined
4012,El Dorado County,38.605554,-121.057307,VEERKAMP,0.1,A,2017,2017-08-04,2017-08-04,Human,Missing data/not specified/undetermined
4013,Madera County,37.11575,-119.800083,RED,3.1,B,2017,2017-08-03,2017-08-04,Human,Missing data/not specified/undetermined
4014,San Luis Obispo County,35.722739,-120.860002,GATEWAY,0.12,A,2017,2017-08-04,2017-08-04,Human,Missing data/not specified/undetermined
4015,San Joaquin County,37.71385,-121.525533,MOUNTAIN,2.2,B,2017,2017-08-04,2017-08-04,Human,Missing data/not specified/undetermined
4016,San Luis Obispo County,35.325505,-120.727194,CAMP SLO SLO_CO,0.1,A,2017,2017-08-04,2017-08-04,Human,Missing data/not specified/undetermined
4017,Fresno County,36.370489,-120.33598,DERRICK,1.0,B,2017,2017-08-04,2017-08-04,Human,Missing data/not specified/undetermined
4018,Santa Cruz County,37.06624,-122.070163,HIHN RD  ZAYANTE,0.1,A,2017,2017-08-04,2017-08-04,Human,Missing data/not specified/undetermined
4019,Calaveras County,37.989973,-120.674125,HODSON,5.36,B,2017,2017-08-04,2017-08-04,Human,Missing data/not specified/undetermined
4020,Tehama County,40.315649,-122.064208,TUSCAN,3.5,B,2017,2017-08-05,2017-08-05,Human,Missing data/not specified/undetermined
4021,Santa Clara County,37.0673,-121.216283,POINT,1.25,B,2017,2017-08-05,2017-08-05,Human,Missing data/not specified/undetermined
4022,Amador County,38.453823,-120.872629,49,0.17,A,2017,2017-08-05,2017-08-05,Human,Missing data/not specified/undetermined
4023,Mendocino County,39.693332,-123.516063,VINEYARD,4.0,B,2017,2017-08-05,2017-08-05,Human,Missing data/not specified/undetermined
4024,San Diego County,32.633893,-116.272039,RANCH,0.02,A,2017,2017-08-05,2017-08-05,Human,Missing data/not specified/undetermined
4025,Mendocino County,39.090918,-123.22087,ROBINSON 2,1.25,B,2017,2017-08-05,2017-08-05,Human,Missing data/not specified/undetermined
4026,Fresno County,36.769176,-119.606696,N MCCALL AV /E MCKINLEY A,0.08,A,2017,2017-08-05,2017-08-05,Human,Missing data/not specified/undetermined
4027,Madera County,36.967044,-120.092204,GRANADA,1.0,B,2017,2017-08-05,2017-08-05,Human,Missing data/not specified/undetermined
4028,Napa County,38.325946,-122.394562,PARTRICK,0.8,B,2017,2017-08-06,2017-08-06,Human,Missing data/not specified/undetermined
4029,Monterey County,36.587214,-121.711818,MONTEREY SALINAS HWY   MC,0.01,A,2017,2017-08-06,2017-08-06,Human,Missing data/not specified/undetermined
4030,Monterey County,36.812278,-121.673482,CANYON,0.1,A,2017,2017-08-06,2017-08-06,Human,Missing data/not specified/undetermined
4031,Monterey County,36.787903,-121.670714,PRUNEDALE,0.1,A,2017,2017-08-06,2017-08-06,Human,Missing data/not specified/undetermined
4032,Lassen County,41.0715,-121.030333,3-4 DITCH,0.1,A,2017,2017-08-06,2017-08-06,Human,Missing data/not specified/undetermined
4033,Modoc County,41.339483,-121.4113,3-5 LOVENESS,0.1,A,2017,2017-08-06,2017-08-06,Human,Missing data/not specified/undetermined
4034,Siskiyou County,41.646367,-122.806133,MOFFETT,0.1,A,2017,2017-08-06,2017-08-06,Human,Missing data/not specified/undetermined
4035,Merced County,37.323053,-120.54098,ASHBY,0.5,B,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4036,Shasta County,40.632482,-122.193991,STAGE,2.0,B,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4037,San Luis Obispo County,35.366048,-120.040546,TRACY,1.0,B,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4038,Siskiyou County,41.262,-121.4525,3-7 WHITEHORSE,0.1,A,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4039,Placer County,39.2503,-120.105467,FIBER,0.1,A,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4040,Santa Clara County,37.108667,-121.652667,OLYMPIC,0.25,A,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4041,Placer County,38.854768,-121.07412,SLADE,0.03,A,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4042,Modoc County,41.35825,-121.261483,3-8 SCARFACE,0.1,A,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4043,Mendocino County,39.624381,-123.464133,IRVINE,0.5,B,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4044,San Luis Obispo County,35.531041,-120.629631,SUMMIT,1.0,B,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4045,Monterey County,35.826159,-120.655402,COUNTRY,82.0,C,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4046,Lassen County,40.910833,-121.1155,3-10 BALD,0.1,A,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4047,Trinity County,40.684517,-122.768833,TURN,0.55,B,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4048,Shasta County,40.53006,-121.645956,HIGHWAY,0.01,A,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4049,Nevada County,39.173796,-121.066699,SENTINEL,1.0,B,2017,2017-08-07,2017-08-07,Human,Missing data/not specified/undetermined
4050,Amador County,38.370535,-120.798502,TRADE,0.04,A,2017,2017-08-08,2017-08-08,Human,Missing data/not specified/undetermined
4051,Humboldt County,40.114167,-123.75,SAW,85.0,C,2017,2017-08-03,2017-08-08,Human,Missing data/not specified/undetermined
4052,Del Norte County,41.829383,-124.169483,BUZZINI RD  FORT_DICK,0.01,A,2017,2017-08-08,2017-08-08,Human,Missing data/not specified/undetermined
4053,Madera County,37.21254,-119.552989,FORK,0.25,A,2017,2017-08-08,2017-08-08,Human,Missing data/not specified/undetermined
4054,Madera County,37.263268,-119.711185,415,0.35,B,2017,2017-08-08,2017-08-08,Human,Missing data/not specified/undetermined
4055,San Luis Obispo County,35.65927,-120.560856,GENESEO,0.75,B,2017,2017-08-08,2017-08-08,Human,Missing data/not specified/undetermined
4056,Madera County,37.234647,-119.551529,FORK-2,0.25,A,2017,2017-08-08,2017-08-08,Human,Missing data/not specified/undetermined
4057,El Dorado County,38.658039,-120.609258,CAMP,1.5,B,2017,2017-08-09,2017-08-09,Human,Missing data/not specified/undetermined
4058,Placer County,38.984885,-121.306544,RIOSA,0.75,B,2017,2017-08-09,2017-08-09,Human,Missing data/not specified/undetermined
4059,Fresno County,36.254399,-120.241098,FIELD,1.0,B,2017,2017-08-09,2017-08-09,Human,Missing data/not specified/undetermined
4060,Siskiyou County,41.226267,-121.474583,ADOBE,4.3,B,2017,2017-08-09,2017-08-09,Human,Missing data/not specified/undetermined
4061,San Diego County,32.888669,-116.925998,MORENO,0.1,A,2017,2017-08-09,2017-08-09,Human,Missing data/not specified/undetermined
4062,Riverside County,33.734983,-116.313813,TEXAS,0.01,A,2017,2017-08-10,2017-08-10,Human,Missing data/not specified/undetermined
4063,Plumas County,40.272283,-121.244167,GRAVEL,0.01,A,2017,2017-08-09,2017-08-10,Human,Missing data/not specified/undetermined
4064,Tuolumne County,37.843883,-120.534183,GREEN,5.2,B,2017,2017-08-10,2017-08-10,Human,Missing data/not specified/undetermined
4065,El Dorado County,38.596357,-120.928332,FRENCH,1.5,B,2017,2017-08-10,2017-08-10,Human,Missing data/not specified/undetermined
4066,Fresno County,36.824602,-119.569929,E LOS ALTOS AV  CLOVIS,0.02,A,2017,2017-08-10,2017-08-10,Human,Missing data/not specified/undetermined
4067,Tuolumne County,37.863063,-120.212344,MOUNTAIN,0.16,A,2017,2017-08-11,2017-08-11,Human,Missing data/not specified/undetermined
4068,Riverside County,33.445706,-116.633993,ROCK,1.0,B,2017,2017-08-11,2017-08-11,Human,Missing data/not specified/undetermined
4069,Madera County,36.968798,-120.06435,SIERRA ST / RIVERSIDE DR,0.01,A,2017,2017-08-12,2017-08-12,Human,Missing data/not specified/undetermined
4070,Santa Cruz County,37.05884,-122.250034,SCOTT,0.05,A,2017,2017-08-12,2017-08-12,Human,Missing data/not specified/undetermined
4071,Mendocino County,39.816643,-123.210292,FRAZIER,0.01,A,2017,2017-08-12,2017-08-12,Human,Missing data/not specified/undetermined
4072,Fresno County,36.65976,-119.672911,ARMSTRONG,0.02,A,2017,2017-08-12,2017-08-12,Human,Missing data/not specified/undetermined
4073,Nevada County,39.106929,-121.055611,RUTH,0.01,A,2017,2017-08-12,2017-08-12,Human,Missing data/not specified/undetermined
4074,Alameda County,37.53535,-121.795667,WELCH,0.25,A,2017,2017-08-12,2017-08-12,Human,Missing data/not specified/undetermined
4075,El Dorado County,38.819897,-120.815005,SPANISH,0.01,A,2017,2017-08-12,2017-08-12,Human,Missing data/not specified/undetermined
4076,Placer County,38.952469,-121.135891,GAMBAH,0.01,A,2017,2017-08-13,2017-08-13,Human,Missing data/not specified/undetermined
4077,Mendocino County,39.302932,-123.79327,BEACH,0.01,A,2017,2017-08-13,2017-08-13,Human,Missing data/not specified/undetermined
4078,Calaveras County,37.976312,-120.636388,REEDS,0.14,A,2017,2017-08-13,2017-08-13,Human,Missing data/not specified/undetermined
4079,El Dorado County,38.667894,-120.99679,MILLBRAE,0.2,A,2017,2017-08-13,2017-08-13,Human,Missing data/not specified/undetermined
4080,Butte County,39.36435,-121.631,GRIDLEY,0.15,A,2017,2017-08-13,2017-08-13,Human,Missing data/not specified/undetermined
4081,Mariposa County,37.629228,-120.308199,CORONADO,125.0,D,2017,2017-08-13,2017-08-13,Human,Missing data/not specified/undetermined
4082,Nevada County,39.176009,-120.975454,GREEN,0.01,A,2017,2017-08-14,2017-08-14,Human,Missing data/not specified/undetermined
4083,Humboldt County,40.1161,-123.806533,EVERGREEN,0.1,A,2017,2017-08-14,2017-08-14,Human,Missing data/not specified/undetermined
4084,Lassen County,41.2185,-120.9105,ADIN,0.01,A,2017,2017-08-14,2017-08-14,Human,Missing data/not specified/undetermined
4085,Nevada County,39.341397,-120.339344,DONNER,0.1,A,2017,2017-08-14,2017-08-14,Human,Missing data/not specified/undetermined
4086,Shasta County,40.884133,-121.667917,MODOC,0.25,A,2017,2017-08-14,2017-08-14,Human,Missing data/not specified/undetermined
4087,Merced County,37.11523,-121.022397,MCCABE,0.1,A,2017,2017-08-14,2017-08-14,Human,Missing data/not specified/undetermined
4088,Santa Cruz County,37.07639,-122.10138,CAMP,0.17,A,2017,2017-08-15,2017-08-15,Human,Missing data/not specified/undetermined
4089,Merced County,37.188062,-121.065183,DELTA,3.0,B,2017,2017-08-15,2017-08-15,Human,Missing data/not specified/undetermined
4090,San Luis Obispo County,35.343609,-120.695373,ALPHA,0.4,B,2017,2017-08-15,2017-08-15,Human,Missing data/not specified/undetermined
4091,Nevada County,39.201567,-120.992233,IRON,0.01,A,2017,2017-08-15,2017-08-15,Human,Missing data/not specified/undetermined
4092,Trinity County,40.546417,-123.169633,MORGAN,0.1,A,2017,2017-08-15,2017-08-15,Human,Missing data/not specified/undetermined
4093,Tuolumne County,37.978785,-120.335251,HESS,0.76,B,2017,2017-08-16,2017-08-16,Human,Missing data/not specified/undetermined
4094,Merced County,37.403866,-120.667812,CRESSEY,0.1,A,2017,2017-08-16,2017-08-16,Human,Missing data/not specified/undetermined
4095,Modoc County,41.498683,-120.6015,RATTLESNAKE,1.25,B,2017,2017-08-16,2017-08-16,Human,Missing data/not specified/undetermined
4096,Merced County,37.115217,-121.018457,MCCABE RD / PLAZA DR,3.0,B,2017,2017-08-16,2017-08-16,Human,Missing data/not specified/undetermined
4097,Placer County,39.07623,-120.153329,MEADOW,0.01,A,2017,2017-08-17,2017-08-17,Human,Missing data/not specified/undetermined
4098,Nevada County,39.370567,-121.048317,VILLAGE,0.33,B,2017,2017-08-17,2017-08-17,Human,Missing data/not specified/undetermined
4099,Merced County,37.299865,-120.724111,LINCOLN,245.0,D,2017,2017-08-17,2017-08-17,Human,Missing data/not specified/undetermined
4100,Shasta County,40.870883,-121.553,CORNER,17.0,C,2017,2017-08-17,2017-08-17,Human,Missing data/not specified/undetermined
4101,Tuolumne County,37.982072,-120.298096,UPPER,0.16,A,2017,2017-08-17,2017-08-17,Human,Missing data/not specified/undetermined
4102,San Luis Obispo County,35.14715,-120.629281,RANCHO,0.25,A,2017,2017-08-17,2017-08-17,Human,Missing data/not specified/undetermined
4103,Santa Clara County,37.093933,-121.64665,THERESA,0.01,A,2017,2017-08-18,2017-08-18,Human,Missing data/not specified/undetermined
4104,Monterey County,36.776724,-121.663091,PESANTE,0.06,A,2017,2017-08-18,2017-08-18,Human,Missing data/not specified/undetermined
4105,San Mateo County,37.414183,-122.20855,SAND,1.2,B,2017,2017-08-19,2017-08-19,Human,Missing data/not specified/undetermined
4106,Trinity County,40.5671,-123.098383,NELSON,0.01,A,2017,2017-08-19,2017-08-19,Human,Missing data/not specified/undetermined
4107,Shasta County,40.575383,-122.298617,HARLEY,0.1,A,2017,2017-08-19,2017-08-19,Human,Missing data/not specified/undetermined
4108,Contra Costa County,37.808317,-121.596133,BRUNS,0.5,B,2017,2017-08-19,2017-08-20,Human,Missing data/not specified/undetermined
4109,Monterey County,35.872844,-120.838469,LAKE,0.5,B,2017,2017-08-20,2017-08-20,Human,Missing data/not specified/undetermined
4110,Madera County,37.084828,-120.209758,HWY 99  N/ HWY 152 OVERPA,1.0,B,2017,2017-08-20,2017-08-20,Human,Missing data/not specified/undetermined
4111,Butte County,39.595032,-121.430648,BRAYLAND,0.01,A,2017,2017-08-21,2017-08-21,Human,Missing data/not specified/undetermined
4112,Trinity County,40.537633,-123.188817,DUMP,0.23,A,2017,2017-08-21,2017-08-21,Human,Missing data/not specified/undetermined
4113,Napa County,38.607915,-122.357114,DOLLAR,6.2,B,2017,2017-08-21,2017-08-21,Human,Missing data/not specified/undetermined
4114,Sonoma County,38.76614,-123.016995,HIATT,0.34,B,2017,2017-08-21,2017-08-21,Human,Missing data/not specified/undetermined
4115,Butte County,39.369624,-121.689355,FORD AVE  GRD,0.01,A,2017,2017-08-22,2017-08-22,Human,Missing data/not specified/undetermined
4116,San Diego County,32.950434,-116.576718,GREEN VALLEY FALLS CAMP 2,0.1,A,2017,2017-08-22,2017-08-22,Human,Missing data/not specified/undetermined
4117,San Benito County,36.728853,-121.278872,PANOCHE,0.7,B,2017,2017-08-22,2017-08-22,Human,Missing data/not specified/undetermined
4118,Shasta County,40.649468,-122.26883,MOUNTAIN,4.9,B,2017,2017-08-22,2017-08-22,Human,Missing data/not specified/undetermined
4119,Nevada County,39.392,-120.263333,CARPENTER,0.01,A,2017,2017-08-22,2017-08-22,Human,Missing data/not specified/undetermined
4120,Modoc County,41.321333,-121.220833,3-6 TROUT,0.01,A,2017,2017-08-23,2017-08-23,Human,Missing data/not specified/undetermined
4121,Shasta County,40.532067,-122.349267,KNIGHTON,0.5,B,2017,2017-08-23,2017-08-23,Human,Missing data/not specified/undetermined
4122,Placer County,38.998204,-121.34016,KARCHNER,0.1,A,2017,2017-08-23,2017-08-23,Human,Missing data/not specified/undetermined
4123,Lassen County,40.763667,-121.106167,3-9 BEAR,0.01,A,2017,2017-08-23,2017-08-23,Human,Missing data/not specified/undetermined
4124,Merced County,37.403866,-120.667812,CRESSEY,0.1,A,2017,2017-08-23,2017-08-23,Human,Missing data/not specified/undetermined
4125,El Dorado County,38.74485,-120.646517,PONY,0.25,A,2017,2017-08-24,2017-08-24,Human,Missing data/not specified/undetermined
4126,Butte County,39.334456,-121.658601,MANZANITA,0.1,A,2017,2017-08-24,2017-08-24,Human,Missing data/not specified/undetermined
4127,Monterey County,35.956884,-120.865083,OIL,1.75,B,2017,2017-08-24,2017-08-24,Human,Missing data/not specified/undetermined
4128,Modoc County,41.255483,-121.177667,3-8 ROBBERS,29.05,C,2017,2017-08-23,2017-08-24,Human,Missing data/not specified/undetermined
4129,Monterey County,36.257491,-121.427517,SECO,0.25,A,2017,2017-08-24,2017-08-24,Human,Missing data/not specified/undetermined
4130,Merced County,37.341886,-120.503964,LA CAVA,0.14,A,2017,2017-08-25,2017-08-25,Human,Missing data/not specified/undetermined
4131,Calaveras County,38.222095,-120.786819,GILLAM,9.6,B,2017,2017-08-25,2017-08-25,Human,Missing data/not specified/undetermined
4132,Sonoma County,38.378034,-122.926386,FREESTONE,0.5,B,2017,2017-08-25,2017-08-25,Human,Missing data/not specified/undetermined
4133,Shasta County,40.876717,-121.625717,MOUNTAIN,0.75,B,2017,2017-08-25,2017-08-25,Human,Missing data/not specified/undetermined
4134,Madera County,37.243001,-119.509365,MANZANITA,0.82,B,2017,2017-08-25,2017-08-25,Human,Missing data/not specified/undetermined
4135,Riverside County,33.955814,-117.243931,HEACOCK ST / PARKLAND AV,0.1,A,2017,2017-08-25,2017-08-25,Human,Missing data/not specified/undetermined
4136,Merced County,37.287925,-120.316814,FREMONT ST /E CHILDS AV,0.01,A,2017,2017-08-26,2017-08-26,Human,Missing data/not specified/undetermined
4137,Placer County,38.824368,-121.410027,SUNSET,0.01,A,2017,2017-08-26,2017-08-26,Human,Missing data/not specified/undetermined
4138,Riverside County,33.516131,-117.101713,VINEYARD AV  TEM,0.01,A,2017,2017-08-26,2017-08-26,Human,Missing data/not specified/undetermined
4139,Stanislaus County,37.569383,-121.30515,WESTLEY,0.25,A,2017,2017-08-26,2017-08-26,Human,Missing data/not specified/undetermined
4140,Shasta County,40.638261,-122.403689,AARLY,0.25,A,2017,2017-08-26,2017-08-26,Human,Missing data/not specified/undetermined
4141,Madera County,37.08348,-120.283618,BERENDA,2.0,B,2017,2017-08-26,2017-08-26,Human,Missing data/not specified/undetermined
4142,Nevada County,39.122036,-121.036377,FAY,1.0,B,2017,2017-08-26,2017-08-26,Human,Missing data/not specified/undetermined
4143,Mendocino County,38.931458,-123.084597,FOUNTAIN,0.01,A,2017,2017-08-26,2017-08-26,Human,Missing data/not specified/undetermined
4144,Stanislaus County,37.369083,-121.1245,FINK,0.78,B,2017,2017-08-26,2017-08-26,Human,Missing data/not specified/undetermined
4145,Sacramento County,38.336003,-121.159449,CLAY,0.14,A,2017,2017-08-26,2017-08-26,Human,Missing data/not specified/undetermined
4146,El Dorado County,38.706435,-121.019102,BUCKHORN,0.1,A,2017,2017-08-26,2017-08-26,Human,Missing data/not specified/undetermined
4147,Merced County,37.523246,-120.429738,FALLS,0.1,A,2017,2017-08-27,2017-08-27,Human,Missing data/not specified/undetermined
4148,Santa Cruz County,36.963541,-121.824899,CALABASAS,0.01,A,2017,2017-08-27,2017-08-27,Human,Missing data/not specified/undetermined
4149,Napa County,38.570929,-122.434833,AIRPORT,0.04,A,2017,2017-08-27,2017-08-27,Human,Missing data/not specified/undetermined
4150,Monterey County,35.878201,-120.895221,JOLON,1.0,B,2017,2017-08-27,2017-08-27,Human,Missing data/not specified/undetermined
4151,Fresno County,36.634258,-119.7859,ADAMS,0.1,A,2017,2017-08-27,2017-08-27,Human,Missing data/not specified/undetermined
4152,Lake County,38.952526,-122.724166,EMERALD,0.25,A,2017,2017-08-27,2017-08-27,Human,Missing data/not specified/undetermined
4153,Merced County,37.332267,-120.576977,N BUHACH RD / SP AV,1.0,B,2017,2017-08-27,2017-08-27,Human,Missing data/not specified/undetermined
